Case,Question,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Correct Answer
,"Ein 69-jähriger Mann zeigt bei der Kontrolle der Blutwerte in Ihrer hausärztlichen Praxis einen Wert für Harnstoff von 117 mg/dL (N: 16,6 - 48,5 mg/dL), für Kreatinin (nach Jaffé) von 5,69 mg/dL (N: 0,70 - 1,20 mg/dL) und für Parathormon von 738 pg/mL (N: 15,0 - 65,0 pg/mL).  Welche Erkrankung liegt hier am wahrscheinlichsten zugrunde?",0) Hypothyreoidismus,1) Hypoparathyreoidismus,2) Hyperthyreoidismus,3) Niereninsuffizienz,4) akutes Nierenversagen,3
,"Ein 25-jähriger Motorradfahrer ist auf der Landstraße bei einer Kollision mit einem anderen Fahrzeug bei einer geschätzten Geschwindigkeit von ca. 100 km/h gestürzt. Aufgrund der Schwere seiner Verletzungen wird der Motorradfahrer am Unfallort durch den Notarzt intubiert und per Rettungshubschrauber künstlich beatmet zur Klinik transportiert.  Sie sind Arzt im Schockraum und versuchen, die Verletzungsschwere festzustellen und die lebensbedrohlichen Verletzungen zu erfassen.  Welche der nachfolgend genannten Verletzungen bzw. Situationen sollte jetzt nach Advanced-Trauma-Life-Support-(ATLS‑)®-Kriterien zuerst versorgt bzw. diagnostisch abgeklärt werden?",0) Epiduralhämatom,1) freie intraabdominelle Flüssigkeit mit V. a. Leberruptur,2) offene Femurschaftfraktur,3) schwere Wirbelsäulenverletzung,4) Spannungspneumothorax,4
,Bei der 7 Tage alten Nadine wird nach positivem Ergebnis im Neugeborenenscreening die Verdachtsdiagnose eines adrenogenitalen Syndroms (AGS) gestellt.  Die Patientin ist schwer erkrankt und befindet sich bereits auf der Kinderintensivstation.  Welche der folgenden Laborparameterkonstellationen im Blut passt am besten zum Vollbild eines AGS mit Salzverlust und liegt bei Nadine am wahrscheinlichsten vor?,"0) Natrium erniedrigt, Kalium erniedrigt, metabolische Alkalose","1) Natrium erhöht, Kalium erhöht, metabolische Azidose","2) Natrium erhöht, Kalium erniedrigt, metabolische Alkalose","3) Natrium erniedrigt, Kalium erniedrigt, metabolische Azidose","4) Natrium erniedrigt, Kalium erhöht, metabolische Azidose",4
,"Ein 52-jähriger Patient erhält nach Diagnose eines Rektumkarzinoms eine neoadjuvante Radiochemotherapie. Danach erfolgt die tiefe anteriore Rektumresektion mit Anlage eines protektiven Ileostomas.  Aus welchem Grunde erhält der Patient im Rahmen der Rektumresektion ein Ileostoma, und was bedeutet die genauere Bezeichnung „protektives“ Ileostoma hierfür?  Das Ileostoma wird hier protektiv vor allem mit dem Ziel angelegt,",0) einen paralytischen Ileus direkt postoperativ zu vermeiden,1) die Schmerzeinstellung postoperativ zu verbessern,2) die Bestrahlung zügiger wieder fortsetzen zu können,3) die Auswirkungen einer möglichen Anastomoseninsuffizienz zu reduzieren,4) den Patienten im Rahmen des Fast-Track-Programms schneller zu mobilisieren,3
,"Eine 17-Jährige klagt nach dem Besuch eines Faschingsballs über plötzlich auftretende unspezifische Symptome wie Kopfschmerzen, Fieber, Schüttelforst, Schwindel und schwerstes Krankheitsgefühl und stellt sich daraufhin in der Notaufnahme einer Klinik vor.  Im Liquor erfolgt der direkte Nachweis von Neisseria meningitidis. Dieser wird dem Gesundheitsamt gemeldet.  Welche der genannten Maßnahmen ist am ehesten von dem Gesundheitsamt unmittelbar durchzuführen?",0) Anordnung einer Resistenzbestimmung des Erregers,1) Desinfektion des genutzten Ballsaals,2) Isolierung der Patientin bis zu 24 Stunden nach Therapiebeginn,3) Serogruppenbestimmung und Feintypisierung des Erregers,4) Ermittlung der engen Kontaktpersonen der Patientin,4
,"Christian wurde nach unauffälligem Schwangerschaftsverlauf spontan geboren. Bei der U1 werden typische klinische Zeichen einer Chromosomenstörung gesehen: Vierfingerfurche, Sandalenlücke, nach außen ansteigende Lidachse und Epikanthus.  Nach welchem Herzfehler ist hier am ehesten zu suchen, da er bei Kindern mit dieser Chromosomenstörung besonders häufig vorkommt?",0) atrioventrikulärer Septumdefekt,1) Transposition der großen Gefäße,2) Fallot’sche Tetralogie,3) Aortenisthmusstenose,4) Lungenvenenfehlmündung,0
,"Herr M., 55 Jahre alt, arbeitet als Maurer auf dem Bau und klagt seit einiger Zeit immer wieder über Rückenschmerzen bei der Arbeit, die in den letzten Monaten schon zu einigen Krankschreibungen und konservativen Therapiemaßnahmen (Schmerztherapie und Physiotherapie) geführt hatten.  Nun stellt er sich erneut bei seiner Hausärztin vor. Zur Wiederherstellung der Arbeitsfähigkeit schlägt die Ärztin die Teilnahme an einer stationären Rehabilitationsmaßnahme vor. Herr M. findet den Vorschlag gut und möchte gern in die Reha.  Welcher der genannten Schritte ist üblicherweise bei diesem Patienten am ehesten angezeigt?",0) Unterstützung bei der Antragstellung durch den Patienten bei einem Kostenträger,1) Überweisung des Patienten zum Arbeitsmediziner zur Prüfung der Einweisung,2) Einweisung durch die Hausärztin in eine Reha-Klinik,3) Antragstellung durch einen Orthopäden für eine Anschlussrehabilitation (früher: Anschlussheilbehandlung (AHB)),4) Meldung des Reha-Wunsches an die Krankenkasse,0
,"Eine 55-jährige Lagerarbeiterin, Frau K., hat 3 Kinder spontan geboren. Sie wiegt 95 kg bei einer Körpergröße von 1,65 m und raucht seit ihrem 15. Lebensjahr ca. 20 Zigaretten pro Tag. Zur Behandlung eines Bluthochdrucks nimmt sie ein Diuretikum. Wegen Beschwerden aufgrund einer trockenen Vaginalschleimhaut trägt Frau K. regelmäßig ein östrogenhaltiges Produkt lokal auf.  Als Lagerarbeiterin hebt sie regelmäßig schwere Lasten. Sie berichtet über seit vielen Jahren bestehenden Verlust von Urin, insbesondere beim Husten und Niesen. Leider habe sich der chronische Husten in den letzten Jahren ziemlich verstärkt. Seit einigen Jahren hätten dadurch auch die Beschwerden deutlich zugenommen, sodass es schon bei geringer Anstrengung zum Urinverlust komme. Dieser trete insbesondere bei voller Blase oder bei plötzlichem Erschrecken auf.  Sie vermuten eine Belastungsinkontinenz.  Die Patientin möchte gerne wissen, warum sie diese Beschwerden hat, und fragt nach Risikofaktoren.  Welcher Faktor in der Anamnese der Patientin ist am wenigsten ein klassischer Risikofaktor für eine Belastungsinkontinenz?",0) Körpergewicht,1) Angaben zur Arbeit,2) Angaben zu Geburten,3) lokale Medikamentenapplikation,4) Angaben zum Husten,3
,"Bei einem reifen Neugeborenen wird folgender Untersuchungsbefund erhoben: Ikterus, Blueberry-Muffin-Spots, Hepatosplenomegalie und Mikrozephalie.  Im Blutbild ist ferner eine Thrombozytopenie nachweisbar, und das Hörscreening ergibt einen pathologischen Befund.  Welcher Erreger liegt dieser konnatalen Infektion am wahrscheinlichsten zugrunde?",0) B-Streptokokken,1) Listeria monocytogenes,2) Herpes-simplex-Virus,3) Zytomegalievirus,4) Masernvirus,3
,"Im Zusammenhang mit dem Verzehr von Mittagsmahlzeiten eines Tages in einer Großkantine, die verschiedene Betriebe einer norddeutschen Großstadt versorgt, kommt es zu einem Norovirusausbruch, der 160 Personen über einen Zeitraum von 2 Tagen nach dem Mittagstisch betrifft. Nach den 2 Tagen kommt der Ausbruch spontan zum Erliegen.  Die Gesundheitsbehörden arbeiten den Ausbruch durch eine Fall-Kontroll-Studie auf, um das ursächliche Lebensmittel zu identifizieren. Sie berechnen für jedes Lebensmittel das Risikoverhältnis (syn.: Odds-Ratio) durch Vergleich der Exponierten und Nichtexponierten bezüglich des Konsums bestimmter Lebensmittel in der Kantine zum vermuteten Expositionszeitpunkt. Ebenso wird das 95-%-Konfidenzintervall der Odds-Ratio ermittelt. Folgende Werte werden identifiziert:  Der Verzehr welchen Lebensmittels ist mit der Norovirus-Erkrankung positiv assoziiert?",0) Pommes frites,1) Eiskonfekt,2) Lollo rosso,3) Brombeerjoghurt,4) Tomatensalat,3
,"Frau M. ist 31 Jahre alt, verheiratet und hat 1 Kind. Sie ist gelernte Hotelfachfrau und seit 5 Jahren Rezeptionsmitarbeiterin.  Während der beruflichen Freistellung nach der Geburt ihres Kindes (Elternzeit) wurde bei Frau M. ein Mammakarzinom festgestellt.  Der Tumor wurde brusterhaltend entfernt. Nach Abschluss der Krankenhausbehandlung beginnt Frau M. eine Anschlussrehabilitation (früher Anschlussheilbehandlung (AHB)).  Ein Arzt in Weiterbildung betreut Frau M. in der Rehabilitationsklinik während ihrer stationären onkologischen Rehabilitation.  Frau M. klagt infolge der Erkrankung und der Therapie über Müdigkeit, körperliche Schwäche, Konzentrationsstörungen, Angst vor einem Rezidiv, Muskelverspannungen, Narbenschmerzen sowie Schwellungen und Spannungsgefühle am Arm der betroffenen Körperseite.  Durch welchen der folgenden Akteure erfolgt die Beantragung einer Anschlussrehabilitation üblicherweise?",0) Krebsberatungsstelle,1) Hausärztin/Hausarzt,2) Sozialdienst der zuletzt behandelnden Klinik,3) ergänzende unabhängige Teilhabeberatung,4) Medizinischer Dienst,2
,Bei einem 37-jährigen Mann wird eine arterielle Hypertonie diagnostiziert.  Im Rahmen der weiterführenden Diagnostik wird ein primärer Hyperaldosteronismus als Ursache in Betracht gezogen.  Welche(r) der folgenden Befunde passt/passen am wenigsten zu einem primären Hyperaldosteronismus als Ursache der arteriellen Hypertonie?,0) hypokaliämische Hypertonie,1) Hypertonie und Schlafapnoe,2) Hypertonie in jungem Lebensalter,3) anfallsartig auftretende Hypertonie,4) therapierefraktäre Hypertonie,3
,"Ein 73-jähriger Mann stellt sich in Ihrer Praxis mit 2 Stunden zuvor akut aufgetretenen Schmerzen im linken Arm vor. Die linke Hand fühle sich taub an.  Bei der klinischen Untersuchung fallen Blässe, kühle Haut und das Fehlen der Handgelenkpulse auf. Der Patient ist Nichtraucher, und es besteht auch keine anderweitige Drogenabhängigkeit.  Welche der genannten Diagnosen ist am wahrscheinlichsten?",0) Thrombose der A. ulnaris,1) Embolie der A. brachialis,2) primäres Raynaud-Syndrom,3) Endangiitis (Thrombangiitis) obliterans,4) Takayasu-Arteriitis,1
,"Eine 38-jährige Schwangere stellt sich in der Frühschwangerschaft (10. Schwangerschaftswoche) bei Ihnen in der medizinisch-genetischen Ambulanz vor und fragt nach einer pränatalen Diagnostik, da ein mit ihrem Partner gemeinsames Kind an einer molekulargenetisch gesicherten zystischen Fibrose leidet.  Sie wünscht eine Pränataldiagnostik, ggf. auch invasiv, da sie ein sehr hohes Sicherheitsbedürfnis habe. Sie beraten die Ratsuchende und stellen dabei die Aussagemöglichkeiten und Risiken der Pränataldiagnostik gegenüber.  Welche der folgenden Untersuchungen bringt die höchste Sicherheit hinsichtlich des pränatalen Nachweises bzw. Ausschlusses einer zystischen Fibrose des Feten zum jetzigen Zeitpunkt?",0) Schweißtest bei der Mutter,1) FISH-Analyse einer Chordozentese,2) Fehlbildungsultraschall,3) molekulare Analyse einer Chorionzottenbiopsie,"4) Es gibt keine Möglichkeit, pränatal eine zystische Fibrose nachzuweisen bzw. auszuschließen.",3
"Ein 24-jähriger Mann stellt sich mit 6 Wochen zuvor erstmals aufgetretenen Schmerzen im rechten Knie notfallmäßig in einer Ambulanz vor. Seit 4 Wochen ist das Knie auch stark angeschwollen, und es wurde bereits eine Punktion durchgeführt, die jedoch nur kurzfristig eine Linderung erbracht hat. Eine akute Infektion des Gelenks konnte durch die Untersuchung des Punktats ausgeschlossen werden. Bei der klinischen Untersuchung zeigen sich eine deutliche Schwellung des rechten Kniegelenks mit einer tanzenden Patella und ein gegenüber der Norm verringerter Messwert bei der Prüfung des Schober-Zeichens (10/13 cm) sowie eine eingeschränkte Beweglichkeit der Brustwirbelsäule. Auf Nachfrage berichtet der Patient über schon seit einigen Jahren bestehende Rückenschmerzen.",Welches der folgenden Symptomcharakteristika ist am ehesten typisch für einen entzündlichen Rückenschmerz und sollte anamnestisch als Erstes erfragt werden?,0) Beginn der Rückenbeschwerden nach plötzlicher Belastung,1) Schmerzen in der Nacht nach einigen Stunden Schlaf,2) Beschwerden nach Arbeiten in einseitiger Haltung,3) Linderung der Rückenschmerzen durch bestimmte Bewegungen (z. B. Beugung nach vorne),4) Provokation der Schmerzen durch Anheben des gestreckten Beins im Liegen,1
"Ein 24-jähriger Mann stellt sich mit 6 Wochen zuvor erstmals aufgetretenen Schmerzen im rechten Knie notfallmäßig in einer Ambulanz vor. Seit 4 Wochen ist das Knie auch stark angeschwollen, und es wurde bereits eine Punktion durchgeführt, die jedoch nur kurzfristig eine Linderung erbracht hat. Eine akute Infektion des Gelenks konnte durch die Untersuchung des Punktats ausgeschlossen werden. Bei der klinischen Untersuchung zeigen sich eine deutliche Schwellung des rechten Kniegelenks mit einer tanzenden Patella und ein gegenüber der Norm verringerter Messwert bei der Prüfung des Schober-Zeichens (10/13 cm) sowie eine eingeschränkte Beweglichkeit der Brustwirbelsäule. Auf Nachfrage berichtet der Patient über schon seit einigen Jahren bestehende Rückenschmerzen.",Der Patient zeigt im Verlauf der Zeit kein ausreichendes Ansprechen auf die mit nichtsteroidalen Antirheumatika (NSAR) eingeleiteten Therapiemaßnahmen.  Welches der folgenden Therapieprinzipien ist jetzt am ehesten zur Anwendung geeignet?,0) Basistherapie mit Methotrexat,1) Kombinationstherapie mit Schmerzmitteln (NSAR plus Opioid),2) Basistherapie mit Sulfasalazin,3) Basistherapie mit Leflunomid,4) Therapie mit einem Anti-TNF-Antikörper,4
"Eine 55-jährige Frau, die bisher immer gesund war, stellt sich erstmals in einer Praxis für Innere Medizin vor. Sie beklagt, seit der Menopause „immer mal wieder“ erhöhte Blutdruckwerte von bis zu 150 mmHg systolisch gemessen zu haben. Es seien keine Vorerkrankungen bekannt, und bisher nehme sie keine Medikamente ein. Abdomensonografie und Basislaborergebnisse sind jeweils unauffällig.",Die Verdachtsdiagnose einer hypertensiven Herzerkrankung bestätigt sich.  Welche der folgenden antihypertensiv wirkenden Arzneistoffgruppen ist zur initialen Therapie der Patientin am besten geeignet?,0) Angiotensin-Converting-Enzym-Hemmer,1) Aldosteronantagonist,2) Schleifendiuretikum,3) Alpha-2-Rezeptoragonist,4) Alpha-1-Rezeptorenblocker,0
"Herr M. L., 76 Jahre alt, sucht wegen seit mehreren Monaten bestehender Beschwerden beim Wasserlassen seinen Hausarzt auf. Er klagt darüber, dass er oft bereits nach 1 Stunde erneut Wasser lassen müsse, obwohl er nicht übermäßig viel trinke. Er könne das Wasser dann nicht mehr halten. Trotzdem sei der Strahl dann viel schwächer als früher, und besonders zum Ende hin müsse er pressen. Auch nachts müsse er 3-mal raus zur Toilette, und er schlafe schlecht. Er sei schon beim Urologen gewesen. Dieser habe die Prostata abgetastet und mit Ultraschall untersucht (Prostatavolumen 30 mL) sowie den PSA-Wert gemessen, der aber normal gewesen sei (1,6 ng/mL). Der Urologe habe ihm dann ein Medikament verschrieben, aber nachdem er den Beipackzettel gelesen habe, wolle er das nicht nehmen. Er bittet nun seinen Hausarzt um eine Zweitmeinung. Zur Einschätzung der Miktionsbeschwerden erhebt sein Hausarzt den IPSS („International Prostate Symptom Score“). Das Ergebnis liegt bei 19 von 35 Punkten, wobei 0 Punkte keine Beschwerden und 35 Punkte maximale Beschwerden bedeuten. Zudem fordert der Hausarzt Herrn M. L. auf, ein Miktionstagebuch zu führen, wodurch die Beschwerden in ihrem Ausmaß bestätigt werden. Eine ebenfalls durchgeführte Blut- und Urinuntersuchung erbringt einen Normalbefund für Urin und eGFR. Eine Watchful-Waiting-Strategie kommt wegen der für den Patienten belastenden Beschwerden eher nicht in Betracht. Herr M. L. ist 178 cm groß, wiegt 96 kg, BMI 30,3 kg/m2, Blutdruck 135/85 mmHg, HF 72/min rhythmisch, HT rein, Pulmo und Abdomen unauffällig; Prostata palpatorisch vergrößert, glatt begrenzt, weich, nicht druckdolent.",Welche weitere Behandlung kommt bei Herrn L. nach aktuellen Leitlinien am ehesten in Betracht?,0) Verordnung eines Alpha-1-Adrenozeptorblockers,1) Verordnung eines Serenoa-repens-Extraktes,2) Verordnung eines Muscarinrezeptorantagonisten,3) transurethrale Prostataresektion,4) Verordnung eines Phosphodiesterase-5-Hemmers,0
"Herr M. L., 76 Jahre alt, sucht wegen seit mehreren Monaten bestehender Beschwerden beim Wasserlassen seinen Hausarzt auf. Er klagt darüber, dass er oft bereits nach 1 Stunde erneut Wasser lassen müsse, obwohl er nicht übermäßig viel trinke. Er könne das Wasser dann nicht mehr halten. Trotzdem sei der Strahl dann viel schwächer als früher, und besonders zum Ende hin müsse er pressen. Auch nachts müsse er 3-mal raus zur Toilette, und er schlafe schlecht. Er sei schon beim Urologen gewesen. Dieser habe die Prostata abgetastet und mit Ultraschall untersucht (Prostatavolumen 30 mL) sowie den PSA-Wert gemessen, der aber normal gewesen sei (1,6 ng/mL). Der Urologe habe ihm dann ein Medikament verschrieben, aber nachdem er den Beipackzettel gelesen habe, wolle er das nicht nehmen. Er bittet nun seinen Hausarzt um eine Zweitmeinung. Zur Einschätzung der Miktionsbeschwerden erhebt sein Hausarzt den IPSS („International Prostate Symptom Score“). Das Ergebnis liegt bei 19 von 35 Punkten, wobei 0 Punkte keine Beschwerden und 35 Punkte maximale Beschwerden bedeuten. Zudem fordert der Hausarzt Herrn M. L. auf, ein Miktionstagebuch zu führen, wodurch die Beschwerden in ihrem Ausmaß bestätigt werden. Eine ebenfalls durchgeführte Blut- und Urinuntersuchung erbringt einen Normalbefund für Urin und eGFR. Eine Watchful-Waiting-Strategie kommt wegen der für den Patienten belastenden Beschwerden eher nicht in Betracht. Herr M. L. ist 178 cm groß, wiegt 96 kg, BMI 30,3 kg/m2, Blutdruck 135/85 mmHg, HF 72/min rhythmisch, HT rein, Pulmo und Abdomen unauffällig; Prostata palpatorisch vergrößert, glatt begrenzt, weich, nicht druckdolent.","Als typische Nebenwirkung von Tamsulosin, Alfuzosin und Silodosin ist Schwindel aufgrund einer hypertonen Kreislaufdysregulation bekannt. Aus diesem Grund wurden in einer großen Studie die Auswirkungen dieser Medikamente auf das Sturz- und Frakturrisiko untersucht.  147.084 Männer mit einer Verordnung von Tamsulosin, Alfuzosin oder Silodosin wurden mit einer gleich großen Gruppe von Männern ohne diese Medikamente verglichen. Die beiden zu vergleichenden Kollektive wurden aus einer großen Datenbank extrahiert und mittels Propensity-Score-Methodik in Hinsicht auf 42 Kovariablen gematcht.  Um welche Art von Studie handelt es sich am ehesten?",0) retrospektive Kohortenstudie,1) Case-Crossover-Studie,2) randomisierte kontrollierte Interventionsstudie,3) Fall-Serie,4) kontrollierte Prä-post-Studie,0
